LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S,labels
349687,420463414,0,-390,28,-427,5,13,-18,0,0,0,1,420463414,0
349779,420563374,0,-395,12,-423,5,13,-18,0,0,0,1,420563374,0
349868,420663334,0,-398,8,-421,5,13,-18,0,0,0,1,420663334,0
349957,420763294,0,-402,-3,-417,5,13,-18,0,0,0,1,420763294,0
350046,420864087,0,-400,-1,-418,5,13,-18,0,0,0,1,420864087,0
350135,420964047,0,-390,-5,-427,5,13,-18,0,0,0,1,420964047,0
350228,421064007,0,-375,0,-441,5,13,-18,0,0,0,1,421064007,0
350317,421163967,0,-351,-3,-460,5,13,-18,0,0,0,1,421163967,0
350406,421263927,0,-331,5,-475,5,13,-18,0,0,0,1,421263927,0
350498,421363887,0,-304,3,-493,5,13,-18,0,0,0,1,421363887,0
350587,421463847,0,-281,10,-506,5,13,-18,0,0,0,1,421463847,0
350679,421563807,0,-255,5,-520,5,13,-18,0,0,0,1,421563807,0
350768,421663767,0,-246,10,-524,5,13,-18,0,0,0,1,421663767,0
350857,421763727,0,-234,6,-529,5,13,-18,0,0,0,1,421763727,0
350946,421863687,0,-234,14,-529,5,13,-18,0,0,0,1,421863687,0
351035,421963647,0,-224,11,-534,5,13,-18,0,0,0,1,421963647,0
351128,422063607,0,-224,15,-534,5,13,-18,0,0,0,1,422063607,0
351217,422163567,0,-215,9,-538,5,13,-18,0,0,0,1,422163567,0
351306,422263527,0,-218,12,-536,5,13,-18,0,0,0,1,422263527,0
351399,422363487,0,-210,7,-539,5,13,-18,0,0,0,1,422363487,0
351488,422463447,0,-214,9,-538,5,13,-18,0,0,0,1,422463447,0
351580,422563407,0,-206,3,-541,5,13,-18,0,0,0,1,422563407,0
351670,422663367,0,-210,5,-539,5,13,-18,0,0,0,1,422663367,0
351759,422763327,0,-203,2,-542,5,13,-18,0,0,0,1,422763327,0
351848,422863287,0,-209,3,-540,5,13,-18,0,0,0,1,422863287,0
351937,422964080,0,-202,0,-542,5,13,-18,0,0,0,1,422964080,0
352030,423064040,0,-208,2,-540,5,13,-18,0,0,0,1,423064040,0
352119,423164000,0,-202,1,-542,5,13,-18,0,0,0,1,423164000,0
352208,423263960,0,-208,1,-540,5,13,-18,0,0,0,1,423263960,0
352300,423363920,0,-202,0,-543,5,13,-18,0,0,0,1,423363920,0
352389,423463880,0,-210,0,-540,5,13,-18,0,0,0,1,423463880,0
352481,423563840,0,-204,1,-542,5,13,-18,0,0,0,1,423563840,0
352570,423663800,0,-209,0,-540,5,13,-18,0,0,0,1,423663800,0
352659,423763760,0,-203,3,-542,5,13,-18,0,0,0,1,423763760,0
352748,423863720,0,-211,2,-539,5,13,-18,0,0,0,1,423863720,0
352837,423963680,0,-206,4,-541,5,13,-18,0,0,0,1,423963680,0
352930,424063640,0,-213,2,-539,5,13,-18,0,0,0,1,424063640,0
353019,424163600,0,-208,5,-540,5,13,-18,0,0,0,1,424163600,0
353108,424263560,0,-215,1,-537,5,13,-18,0,0,0,1,424263560,0
353200,424363520,0,-210,5,-539,5,13,-18,0,0,0,1,424363520,0
353290,424463480,0,-216,1,-537,5,13,-18,0,0,0,1,424463480,0
353382,424563440,0,-217,3,-537,5,13,-18,0,0,0,1,424563440,0
353471,424663400,0,-242,-7,-526,5,13,-18,0,0,0,1,424663400,0
353560,424763360,0,-266,-7,-514,5,13,-18,0,0,0,1,424763360,0
353649,424863320,0,-302,-12,-494,5,13,-18,0,0,0,1,424863320,0
353738,424963280,0,-326,-5,-478,5,13,-18,0,0,0,1,424963280,0
353831,425064073,0,-357,-2,-456,5,13,-18,0,0,0,1,425064073,0
353920,425164033,0,-371,15,-444,5,13,-18,0,0,0,1,425164033,0
354009,425263993,0,-382,23,-434,5,13,-18,0,0,0,1,425263993,0
354101,425363953,0,-383,41,-432,5,13,-18,0,0,0,1,425363953,0
354188,425463913,0,-385,48,-429,5,13,-18,0,0,0,1,425463913,0
354278,425563873,0,-386,63,-427,5,13,-18,0,0,0,1,425563873,0
354365,425663833,0,-389,64,-424,5,13,-18,0,0,0,1,425663833,0
354452,425763793,0,-392,74,-420,5,13,-18,0,0,0,1,425763793,0
354541,425863753,0,-395,73,-416,5,13,-18,0,0,0,1,425863753,0
354630,425963713,0,-394,79,-417,5,13,-18,0,0,0,1,425963713,0
354723,426063673,0,-383,71,-428,5,13,-18,0,0,0,1,426063673,0
354812,426163633,0,-369,70,-441,5,13,-18,0,0,0,1,426163633,0
354901,426263593,0,-348,60,-459,5,13,-18,0,0,0,1,426263593,0
354993,426363553,0,-328,62,-473,5,13,-18,0,0,0,1,426363553,0
355082,426463513,0,-302,54,-491,5,13,-18,0,0,0,1,426463513,0
355174,426563473,0,-278,56,-504,5,13,-18,0,0,0,1,426563473,0
355263,426663433,0,-251,48,-519,5,13,-18,0,0,0,1,426663433,0
355352,426763393,0,-242,51,-523,5,13,-18,0,0,0,1,426763393,0
355441,426863353,0,-232,47,-529,5,13,-18,0,0,0,1,426863353,0
355530,426963313,0,-231,53,-528,5,13,-18,0,0,0,1,426963313,0
355622,427063273,0,-221,49,-533,5,13,-18,0,0,0,1,427063273,0
355712,427164066,0,-222,55,-532,5,13,-18,0,0,0,1,427164066,0
355801,427264026,0,-214,49,-536,5,13,-18,0,0,0,1,427264026,0
355893,427363986,0,-214,57,-535,5,13,-18,0,0,0,1,427363986,0
355982,427463946,0,-205,53,-539,5,13,-18,0,0,0,1,427463946,0
356073,427563906,0,-207,59,-537,5,13,-18,0,0,0,1,427563906,0
356163,427663866,0,-200,55,-541,5,13,-18,0,0,0,1,427663866,0
356253,427763826,0,-204,59,-538,5,13,-18,0,0,0,1,427763826,0
356342,427863786,0,-197,56,-541,5,13,-18,0,0,0,1,427863786,0
356431,427963746,0,-202,60,-539,5,13,-18,0,0,0,1,427963746,0
356523,428063706,0,-195,56,-542,5,13,-18,0,0,0,1,428063706,0
356613,428163666,0,-200,58,-540,5,13,-18,0,0,0,1,428163666,0
356702,428263626,0,-193,55,-543,5,13,-18,0,0,0,1,428263626,0
356794,428363586,0,-200,56,-540,5,13,-18,0,0,0,1,428363586,0
356883,428463546,0,-195,55,-542,5,13,-18,0,0,0,1,428463546,0
356974,428563506,0,-202,54,-540,5,13,-18,0,0,0,1,428563506,0
357064,428663466,0,-195,53,-543,5,13,-18,0,0,0,1,428663466,0
357153,428763426,0,-202,51,-540,5,13,-18,0,0,0,1,428763426,0
357242,428863386,0,-196,53,-542,5,13,-18,0,0,0,1,428863386,0
357331,428963346,0,-203,51,-540,5,13,-18,0,0,0,1,428963346,0
357423,429063306,0,-198,53,-542,5,13,-18,0,0,0,1,429063306,0
357513,429163266,0,-205,51,-539,5,13,-18,0,0,0,1,429163266,0
357602,429264059,0,-201,57,-540,5,13,-18,0,0,0,1,429264059,0
357694,429364019,0,-209,55,-537,5,13,-18,0,0,0,1,429364019,0
357784,429463979,0,-203,57,-539,5,13,-18,0,0,0,1,429463979,0
357875,429563939,0,-222,50,-532,5,13,-18,0,0,0,1,429563939,0
357965,429663899,0,-241,53,-524,5,13,-18,0,0,0,1,429663899,0
358054,429763859,0,-278,51,-505,5,13,-18,0,0,0,1,429763859,0
358143,429863819,0,-301,58,-491,5,13,-18,0,0,0,1,429863819,0
358232,429963779,0,-334,54,-469,5,13,-18,0,0,0,1,429963779,0
358324,430063739,0,-355,55,-454,5,13,-18,0,0,0,1,430063739,0
358414,430163699,0,-377,46,-437,5,13,-18,0,0,0,1,430163699,0
358503,430263659,0,-382,44,-433,5,13,-18,0,0,0,1,430263659,0
358595,430363619,0,-389,31,-428,5,13,-18,0,0,0,1,430363619,0
358684,430463579,0,-389,29,-428,5,13,-18,0,0,0,1,430463579,0
358775,430563539,0,-396,20,-421,5,13,-18,0,0,0,1,430563539,0
358865,430663499,0,-398,22,-420,5,13,-18,0,0,0,1,430663499,0
358954,430763459,0,-403,17,-415,5,13,-18,0,0,0,1,430763459,0
359043,430863419,0,-401,24,-417,5,13,-18,0,0,0,1,430863419,0
359132,430963379,0,-391,22,-426,5,13,-18,0,0,0,1,430963379,0
359224,431063339,0,-374,31,-440,5,13,-18,0,0,0,1,431063339,0
359314,431163299,0,-354,27,-457,5,13,-18,0,0,0,1,431163299,0
359403,431264092,0,-330,35,-474,5,13,-18,0,0,0,1,431264092,0
359497,431364052,0,-305,30,-491,5,13,-18,0,0,0,1,431364052,0
359586,431464012,0,-279,38,-505,5,13,-18,0,0,0,1,431464012,0
359677,431563972,0,-255,31,-519,5,13,-18,0,0,0,1,431563972,0
359767,431663932,0,-243,38,-524,5,13,-18,0,0,0,1,431663932,0
359856,431763892,0,-234,31,-528,5,13,-18,0,0,0,1,431763892,0
359945,431863852,0,-232,38,-529,5,13,-18,0,0,0,1,431863852,0
360034,431963812,0,-224,32,-533,5,13,-18,0,0,0,1,431963812,0
360126,432063772,0,-223,40,-533,5,13,-18,0,0,0,1,432063772,0
360216,432163732,0,-217,32,-536,5,13,-18,0,0,0,1,432163732,0
360305,432263692,0,-218,37,-535,5,13,-18,0,0,0,1,432263692,0
360398,432363652,0,-210,28,-539,5,13,-18,0,0,0,1,432363652,0
360487,432463612,0,-213,34,-537,5,13,-18,0,0,0,1,432463612,0
360578,432563572,0,-207,26,-540,5,13,-18,0,0,0,1,432563572,0
360668,432663532,0,-210,30,-539,5,13,-18,0,0,0,1,432663532,0
360757,432763492,0,-202,26,-542,5,13,-18,0,0,0,1,432763492,0
360847,432863452,0,-206,31,-540,5,13,-18,0,0,0,1,432863452,0
360936,432963412,0,-200,25,-543,5,13,-18,0,0,0,1,432963412,0
361028,433063372,0,-206,29,-540,5,13,-18,0,0,0,1,433063372,0
361118,433163332,0,-199,25,-543,5,13,-18,0,0,0,1,433163332,0
361207,433263292,0,-205,29,-541,5,13,-18,0,0,0,1,433263292,0
361299,433364085,0,-199,27,-543,5,13,-18,0,0,0,1,433364085,0
361388,433464045,0,-207,29,-540,5,13,-18,0,0,0,1,433464045,0
361479,433564005,0,-200,28,-542,5,13,-18,0,0,0,1,433564005,0
361569,433663965,0,-207,29,-540,5,13,-18,0,0,0,1,433663965,0
361658,433763925,0,-200,30,-542,5,13,-18,0,0,0,1,433763925,0
361747,433863885,0,-209,30,-539,5,13,-18,0,0,0,1,433863885,0
361836,433963845,0,-203,31,-541,5,13,-18,0,0,0,1,433963845,0
361928,434063805,0,-211,30,-538,5,13,-18,0,0,0,1,434063805,0
362018,434163765,0,-206,31,-540,5,13,-18,0,0,0,1,434163765,0
362107,434263725,0,-214,29,-537,5,13,-18,0,0,0,1,434263725,0
362200,434363685,0,-209,30,-539,5,13,-18,0,0,0,1,434363685,0
362289,434463645,0,-220,26,-535,5,13,-18,0,0,0,1,434463645,0
362380,434563605,0,-228,26,-532,5,13,-18,0,0,0,1,434563605,0
362470,434663565,0,-261,20,-516,5,13,-18,0,0,0,1,434663565,0
362559,434763525,0,-286,23,-503,5,13,-18,0,0,0,1,434763525,0
362648,434863485,0,-321,21,-481,5,13,-18,0,0,0,1,434863485,0
362737,434963445,0,-342,27,-466,5,13,-18,0,0,0,1,434963445,0
362829,435063405,0,-371,29,-443,5,13,-18,0,0,0,1,435063405,0
362919,435163365,0,-376,40,-438,5,13,-18,0,0,0,1,435163365,0
363008,435263325,0,-385,42,-431,5,13,-18,0,0,0,1,435263325,0
363100,435363285,0,-382,52,-432,5,13,-18,0,0,0,1,435363285,0
363189,435464078,0,-389,51,-425,5,13,-18,0,0,0,1,435464078,0
363280,435564038,0,-388,57,-426,5,13,-18,0,0,0,1,435564038,0
363370,435663998,0,-395,57,-420,5,13,-18,0,0,0,1,435663998,0
363459,435763958,0,-396,63,-418,5,13,-18,0,0,0,1,435763958,0
363548,435863918,0,-399,61,-415,5,13,-18,0,0,0,1,435863918,0
363637,435963878,0,-389,67,-423,5,13,-18,0,0,0,1,435963878,0
363729,436063838,0,-376,62,-436,5,13,-18,0,0,0,1,436063838,0
363819,436163798,0,-355,66,-452,5,13,-18,0,0,0,1,436163798,0
363908,436263758,0,-334,57,-469,5,13,-18,0,0,0,1,436263758,0
364000,436363718,0,-310,60,-485,5,13,-18,0,0,0,1,436363718,0
364089,436463678,0,-283,53,-502,5,13,-18,0,0,0,1,436463678,0
364180,436563638,0,-260,58,-514,5,13,-18,0,0,0,1,436563638,0
364270,436663598,0,-243,50,-523,5,13,-18,0,0,0,1,436663598,0
364359,436763558,0,-236,56,-526,5,13,-18,0,0,0,1,436763558,0
364448,436863518,0,-228,50,-530,5,13,-18,0,0,0,1,436863518,0
364537,436963478,0,-223,57,-531,5,13,-18,0,0,0,1,436963478,0
364628,437063438,0,-216,51,-535,5,13,-18,0,0,0,1,437063438,0
364719,437163398,0,-216,59,-534,5,13,-18,0,0,0,1,437163398,0
364808,437263358,0,-210,53,-537,5,13,-18,0,0,0,1,437263358,0
364900,437363318,0,-211,61,-536,5,13,-18,0,0,0,1,437363318,0
364989,437463278,0,-205,55,-539,5,13,-18,0,0,0,1,437463278,0
365080,437564071,0,-207,62,-537,5,13,-18,0,0,0,1,437564071,0
365170,437664031,0,-202,56,-539,5,13,-18,0,0,0,1,437664031,0
365259,437763991,0,-202,60,-539,5,13,-18,0,0,0,1,437763991,0
365348,437863951,0,-196,54,-542,5,13,-18,0,0,0,1,437863951,0
365438,437963911,0,-200,56,-540,5,13,-18,0,0,0,1,437963911,0
365529,438063871,0,-195,50,-543,5,13,-18,0,0,0,1,438063871,0
365620,438163831,0,-199,54,-541,5,13,-18,0,0,0,1,438163831,0
365709,438263791,0,-193,52,-543,5,13,-18,0,0,0,1,438263791,0
365801,438363751,0,-199,54,-541,5,13,-18,0,0,0,1,438363751,0
365890,438463711,0,-193,52,-543,5,13,-18,0,0,0,1,438463711,0
365981,438563671,0,-200,53,-541,5,13,-18,0,0,0,1,438563671,0
366071,438663631,0,-193,51,-543,5,13,-18,0,0,0,1,438663631,0
366160,438763591,0,-200,51,-541,5,13,-18,0,0,0,1,438763591,0
366249,438863551,0,-195,51,-543,5,13,-18,0,0,0,1,438863551,0
366338,438963511,0,-203,52,-540,5,13,-18,0,0,0,1,438963511,0
366429,439063471,0,-198,52,-541,5,13,-18,0,0,0,1,439063471,0
366520,439163431,0,-208,52,-538,5,13,-18,0,0,0,1,439163431,0
366609,439263391,0,-202,53,-540,5,13,-18,0,0,0,1,439263391,0
366702,439363351,0,-209,53,-537,5,13,-18,0,0,0,1,439363351,0
366791,439463311,0,-204,55,-539,5,13,-18,0,0,0,1,439463311,0
366882,439563271,0,-214,53,-535,5,13,-18,0,0,0,1,439563271,0
366972,439664064,0,-209,55,-537,5,13,-18,0,0,0,1,439664064,0
367061,439764024,0,-215,55,-535,5,13,-18,0,0,0,1,439764024,0
367150,439863984,0,-208,56,-537,5,13,-18,0,0,0,1,439863984,0
367239,439963944,0,-216,53,-535,5,13,-18,0,0,0,1,439963944,0
367330,440063904,0,-212,55,-536,5,13,-18,0,0,0,1,440063904,0
367421,440163864,0,-219,53,-533,5,13,-18,0,0,0,1,440163864,0
367510,440263824,0,-215,57,-534,5,13,-18,0,0,0,1,440263824,0
367602,440363784,0,-222,54,-532,5,13,-18,0,0,0,1,440363784,0
367691,440463744,0,-220,56,-533,5,13,-18,0,0,0,1,440463744,0
367782,440563704,0,-224,51,-531,5,13,-18,0,0,0,1,440563704,0
367872,440663664,0,-221,55,-532,5,13,-18,0,0,0,1,440663664,0
367961,440763624,0,-226,51,-530,5,13,-18,0,0,0,1,440763624,0
368050,440863584,0,-224,56,-531,5,13,-18,0,0,0,1,440863584,0
368139,440963544,0,-226,52,-530,5,13,-18,0,0,0,1,440963544,0
368230,441063504,0,-225,57,-530,5,13,-18,0,0,0,1,441063504,0
368321,441163464,0,-228,52,-530,5,13,-18,0,0,0,1,441163464,0
368410,441263424,0,-228,57,-529,5,13,-18,0,0,0,1,441263424,0
368502,441363384,0,-229,52,-529,5,13,-18,0,0,0,1,441363384,0
368591,441463344,0,-229,59,-529,5,13,-18,0,0,0,1,441463344,0
368682,441563304,0,-230,52,-529,5,13,-18,0,0,0,1,441563304,0
368771,441663264,0,-231,58,-528,5,13,-18,0,0,0,1,441663264,0
368861,441764057,0,-232,54,-528,5,13,-18,0,0,0,1,441764057,0
368950,441864017,0,-232,63,-527,5,13,-18,0,0,0,1,441864017,0
369039,441963977,0,-232,53,-528,5,13,-18,0,0,0,1,441963977,0
369130,442063937,0,-233,58,-527,5,13,-18,0,0,0,1,442063937,0
369220,442163897,0,-232,51,-528,5,13,-18,0,0,0,1,442163897,0
369310,442263857,0,-234,58,-527,5,13,-18,0,0,0,1,442263857,0
369403,442363817,0,-232,51,-528,5,13,-18,0,0,0,1,442363817,0
369494,442463777,0,-234,58,-526,5,13,-18,0,0,0,1,442463777,0
369585,442563737,0,-232,52,-528,5,13,-18,0,0,0,1,442563737,0
369674,442663697,0,-234,58,-527,5,13,-18,0,0,0,1,442663697,0
369764,442763657,0,-230,53,-529,5,13,-18,0,0,0,1,442763657,0
369857,442863617,0,-234,57,-526,5,13,-18,0,0,0,1,442863617,0
369946,442963577,0,-231,52,-528,5,13,-18,0,0,0,1,442963577,0
370038,443063537,0,-235,57,-526,5,13,-18,0,0,0,1,443063537,0
370128,443163497,0,-230,53,-528,5,13,-18,0,0,0,1,443163497,0
370218,443263457,0,-235,58,-526,5,13,-18,0,0,0,1,443263457,0
370310,443363417,0,-231,54,-528,5,13,-18,0,0,0,1,443363417,0
370399,443463377,0,-234,56,-527,5,13,-18,0,0,0,1,443463377,0
370490,443563337,0,-227,52,-530,5,13,-18,0,0,0,1,443563337,0
370579,443663297,0,-233,55,-527,5,13,-18,0,0,0,1,443663297,0
370669,443764090,0,-229,52,-529,5,13,-18,0,0,0,1,443764090,0
370758,443864050,0,-236,55,-526,5,13,-18,0,0,0,1,443864050,0
370847,443964010,0,-229,55,-529,5,13,-18,0,0,0,1,443964010,0
370938,444063970,0,-236,56,-526,5,13,-18,0,0,0,1,444063970,0
371028,444163930,0,-228,55,-529,5,13,-18,0,0,0,1,444163930,0
371118,444263890,0,-236,56,-526,5,13,-18,0,0,0,1,444263890,0
371210,444363850,0,-229,55,-529,5,13,-18,0,0,0,1,444363850,0
371299,444463810,0,-237,53,-526,5,13,-18,0,0,0,1,444463810,0
371390,444563770,0,-232,48,-528,5,13,-18,0,0,0,1,444563770,0
371479,444663730,0,-241,41,-525,5,13,-18,0,0,0,1,444663730,0
371569,444763690,0,-236,39,-527,5,13,-18,0,0,0,1,444763690,0
371658,444863650,0,-245,34,-524,5,13,-18,0,0,0,1,444863650,0
371747,444963610,0,-240,32,-526,5,13,-18,0,0,0,1,444963610,0
371838,445063570,0,-248,26,-522,5,13,-18,0,0,0,1,445063570,0
371928,445163530,0,-244,24,-525,5,13,-18,0,0,0,1,445163530,0
372018,445263490,0,-252,15,-521,5,13,-18,0,0,0,1,445263490,0
372110,445363450,0,-248,13,-523,5,13,-18,0,0,0,1,445363450,0
372199,445463410,0,-257,6,-519,5,13,-18,0,0,0,1,445463410,0
372290,445563370,0,-253,5,-520,5,13,-18,0,0,0,1,445563370,0
372379,445663330,0,-261,-3,-517,5,13,-18,0,0,0,1,445663330,0
372469,445763290,0,-259,-5,-518,5,13,-18,0,0,0,1,445763290,0
372558,445864083,0,-266,-14,-514,5,13,-18,0,0,0,1,445864083,0
372647,445964043,0,-265,-13,-514,5,13,-18,0,0,0,1,445964043,0
372738,446064003,0,-272,-25,-510,5,13,-18,0,0,0,1,446064003,0
372828,446163963,0,-271,-26,-511,5,13,-18,0,0,0,1,446163963,0
372918,446263923,0,-276,-38,-507,5,13,-18,0,0,0,1,446263923,4
373010,446363883,0,-276,-36,-507,5,13,-18,0,0,0,1,446363883,4
373099,446463843,0,-282,-47,-503,5,13,-18,0,0,0,1,446463843,4
373190,446563803,0,-284,-48,-502,5,13,-18,0,0,0,1,446563803,4
373279,446663763,0,-289,-61,-498,5,13,-18,0,0,0,1,446663763,4
373369,446763723,0,-291,-60,-497,5,13,-18,0,0,0,1,446763723,4
373458,446863683,0,-294,-75,-493,5,13,-18,0,0,0,1,446863683,4
373547,446963643,0,-296,-74,-492,5,13,-18,0,0,0,1,446963643,4
373638,447063603,0,-298,-89,-488,5,13,-18,0,0,0,1,447063603,4
373728,447163563,0,-302,-87,-486,5,13,-18,0,0,0,1,447163563,4
373818,447263523,0,-305,-99,-482,5,13,-18,0,0,0,1,447263523,4
373910,447363483,0,-307,-95,-481,5,13,-18,0,0,0,1,447363483,4
373999,447463443,0,-308,-107,-478,5,13,-18,0,0,0,1,447463443,4
374090,447563403,0,-310,-104,-478,5,13,-18,0,0,0,1,447563403,4
374179,447663363,0,-307,-113,-477,5,13,-18,0,0,0,1,447663363,4
374269,447763323,0,-312,-112,-475,5,13,-18,0,0,0,1,447763323,4
374358,447863283,0,-313,-123,-471,5,13,-18,0,0,0,1,447863283,4
374447,447964076,0,-318,-120,-468,5,13,-18,0,0,0,1,447964076,4
374539,448064036,0,-317,-128,-467,5,13,-18,0,0,0,1,448064036,4
374629,448163996,0,-321,-128,-465,5,13,-18,0,0,0,1,448163996,4
374719,448263956,0,-320,-138,-462,5,13,-18,0,0,0,1,448263956,4
374811,448363916,0,-326,-138,-458,5,13,-18,0,0,0,1,448363916,4
374900,448463876,0,-324,-148,-457,5,13,-18,0,0,0,1,448463876,4
374991,448563836,0,-330,-148,-452,5,13,-18,0,0,0,1,448563836,4
375080,448663796,0,-326,-156,-452,5,13,-18,0,0,0,1,448663796,4
375170,448763756,0,-333,-156,-447,5,13,-18,0,0,0,1,448763756,4
375259,448863716,0,-329,-162,-448,5,13,-18,0,0,0,1,448863716,4
375348,448963676,0,-335,-162,-443,5,13,-18,0,0,0,1,448963676,4
375439,449063636,0,-329,-165,-447,5,13,-18,0,0,0,1,449063636,4
375529,449163596,0,-335,-163,-443,5,13,-18,0,0,0,1,449163596,4
375619,449263556,0,-328,-167,-447,5,13,-18,0,0,0,1,449263556,4
375711,449363516,0,-335,-167,-441,5,13,-18,0,0,0,1,449363516,4
375800,449463476,0,-328,-170,-446,5,13,-18,0,0,0,1,449463476,4
375891,449563436,0,-334,-170,-441,5,13,-18,0,0,0,1,449563436,4
375980,449663396,0,-327,-170,-446,5,13,-18,0,0,0,1,449663396,4
376070,449763356,0,-335,-170,-440,5,13,-18,0,0,0,1,449763356,4
376159,449863316,0,-327,-170,-447,5,13,-18,0,0,0,1,449863316,4
376248,449963276,0,-334,-171,-441,5,13,-18,0,0,0,1,449963276,4
376339,450064069,0,-327,-168,-447,5,13,-18,0,0,0,1,450064069,4
376429,450164029,0,-332,-166,-444,5,13,-18,0,0,0,1,450164029,4
376519,450263989,0,-326,-167,-448,5,13,-18,0,0,0,1,450263989,4
376611,450363949,0,-332,-171,-442,5,13,-18,0,0,0,1,450363949,4
376700,450463909,0,-327,-169,-447,5,13,-18,0,0,0,1,450463909,4
376791,450563869,0,-333,-171,-441,5,13,-18,0,0,0,1,450563869,4
376880,450663829,0,-328,-166,-447,5,13,-18,0,0,0,1,450663829,4
376970,450763789,0,-331,-170,-443,5,13,-18,0,0,0,1,450763789,4
377059,450863749,0,-325,-166,-449,5,13,-18,0,0,0,1,450863749,4
377148,450963709,0,-327,-170,-446,5,13,-18,0,0,0,1,450963709,4
377239,451063669,0,-321,-163,-453,5,13,-18,0,0,0,1,451063669,4
377329,451163629,0,-324,-168,-449,5,13,-18,0,0,0,1,451163629,4
377419,451263589,0,-321,-159,-455,5,13,-18,0,0,0,1,451263589,4
377511,451363549,0,-322,-163,-452,5,13,-18,0,0,0,1,451363549,4
377600,451463509,0,-318,-155,-458,5,13,-18,0,0,0,1,451463509,4
377691,451563469,0,-319,-161,-455,5,13,-18,0,0,0,1,451563469,4
377780,451663429,0,-318,-152,-459,5,13,-18,0,0,0,1,451663429,4
377870,451763389,0,-319,-160,-456,5,13,-18,0,0,0,1,451763389,4
377959,451863349,0,-318,-154,-458,5,13,-18,0,0,0,1,451863349,4
378048,451963309,0,-318,-162,-456,5,13,-18,0,0,0,1,451963309,4
378139,452063269,0,-318,-154,-459,5,13,-18,0,0,0,1,452063269,4
378229,452164062,0,-318,-162,-455,5,13,-18,0,0,0,1,452164062,4
378319,452264022,0,-318,-155,-458,5,13,-18,0,0,0,1,452264022,4
378412,452363982,0,-319,-161,-455,5,13,-18,0,0,0,1,452363982,4
378501,452463942,0,-319,-156,-457,5,13,-18,0,0,0,1,452463942,4
378592,452563902,0,-318,-163,-455,5,13,-18,0,0,0,1,452563902,4
378681,452663862,0,-320,-157,-456,5,13,-18,0,0,0,1,452663862,4
378770,452763822,0,-318,-163,-456,5,13,-18,0,0,0,1,452763822,4
378860,452863782,0,-320,-158,-456,5,13,-18,0,0,0,1,452863782,4
378949,452963742,0,-318,-163,-455,5,13,-18,0,0,0,1,452963742,4
379040,453063702,0,-321,-158,-455,5,13,-18,0,0,0,1,453063702,4
379131,453163662,0,-317,-164,-456,5,13,-18,0,0,0,1,453163662,4
379220,453263622,0,-322,-160,-454,5,13,-18,0,0,0,1,453263622,4
379313,453363582,0,-318,-163,-455,5,13,-18,0,0,0,1,453363582,4
379402,453463542,0,-324,-158,-452,5,13,-18,0,0,0,1,453463542,4
379493,453563502,0,-318,-162,-456,5,13,-18,0,0,0,1,453563502,4
379582,453663462,0,-323,-159,-453,5,13,-18,0,0,0,1,453663462,4
379671,453763422,0,-317,-161,-457,5,13,-18,0,0,0,1,453763422,4
379761,453863382,0,-324,-158,-453,5,13,-18,0,0,0,1,453863382,4
379850,453963342,0,-318,-160,-456,5,13,-18,0,0,0,1,453963342,4
379941,454063302,0,-325,-160,-451,5,13,-18,0,0,0,1,454063302,4
380031,454163262,0,-317,-160,-457,5,13,-18,0,0,0,1,454163262,4
380120,454264055,0,-324,-157,-453,5,13,-18,0,0,0,1,454264055,4
380213,454364015,0,-318,-160,-457,5,13,-18,0,0,0,1,454364015,4
380302,454463975,0,-323,-160,-453,5,13,-18,0,0,0,1,454463975,4
380393,454563935,0,-317,-161,-457,5,13,-18,0,0,0,1,454563935,4
380482,454663895,0,-325,-161,-451,5,13,-18,0,0,0,1,454663895,4
380571,454763855,0,-319,-161,-455,5,13,-18,0,0,0,1,454763855,4
380661,454863815,0,-325,-161,-451,5,13,-18,0,0,0,1,454863815,4
380750,454963775,0,-319,-159,-456,5,13,-18,0,0,0,1,454963775,4
380841,455063735,0,-325,-161,-451,5,13,-18,0,0,0,1,455063735,4
380931,455163695,0,-319,-158,-457,5,13,-18,0,0,0,1,455163695,4
381020,455263655,0,-324,-162,-452,5,13,-18,0,0,0,1,455263655,4
381113,455363615,0,-318,-159,-457,5,13,-18,0,0,0,1,455363615,4
381202,455463575,0,-323,-164,-451,5,13,-18,0,0,0,1,455463575,4
381293,455563535,0,-320,-160,-455,5,13,-18,0,0,0,1,455563535,4
381382,455663495,0,-325,-164,-450,5,13,-18,0,0,0,1,455663495,4
381471,455763455,0,-322,-158,-455,5,13,-18,0,0,0,1,455763455,4
381561,455863415,0,-326,-162,-450,5,13,-18,0,0,0,1,455863415,4
381650,455963375,0,-322,-157,-454,5,13,-18,0,0,0,1,455963375,4
381741,456063335,0,-325,-164,-450,5,13,-18,0,0,0,1,456063335,4
381831,456163295,0,-321,-157,-455,5,13,-18,0,0,0,1,456163295,4
381920,456264088,0,-323,-163,-452,5,13,-18,0,0,0,1,456264088,4
382013,456364048,0,-320,-154,-457,5,13,-18,0,0,0,1,456364048,4
382102,456464008,0,-322,-160,-454,5,13,-18,0,0,0,1,456464008,4
382193,456563968,0,-320,-155,-457,5,13,-18,0,0,0,1,456563968,4
382282,456663928,0,-323,-163,-452,5,13,-18,0,0,0,1,456663928,4
