LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF,lables
373017,446363883,11.05,11.01,-6.25,-3.8,206.05,205.97,0,0.03,3,4
373106,446463843,11.83,11.41,-6.64,-7.33,205.97,205.28,0,0.03,3,4
373197,446563803,12.59,12.41,-7.02,-4.59,205.89,205.88,0,0.03,3,4
373286,446663763,13.34,13.12,-7.38,-8.06,205.81,205.1,0,0.03,3,4
373376,446763723,14.07,13.71,-7.74,-5.3,205.72,205.77,0,0.02,3,4
373465,446863683,14.87,15.01,-8.09,-8.7,205.63,204.89,0,0.02,3,4
373554,446963643,15.67,15.25,-8.48,-5.73,205.52,205.69,0,0.02,3,4
373645,447063603,16.46,16.66,-8.95,-9.12,205.38,204.68,0,0.02,3,4
373735,447163563,17.05,16.47,-9.34,-6.55,205.27,205.43,0,0.02,3,4
373827,447263523,17.58,17.91,-9.61,-9.92,205.18,204.35,0,0.02,3,4
373917,447363483,18.06,17.14,-9.8,-7,205.12,205.27,0,0.02,3,4
374006,447463443,18.48,19.27,-9.97,-10.12,205.06,204.22,0,0.02,3,4
374097,447563403,18.89,17.68,-10.16,-7.21,205,205.19,0,0.02,3,4
374186,447663363,19.42,20.15,-10.42,-9.99,204.9,204.21,0,0.02,3,4
374276,447763323,19.95,18.66,-10.76,-7.72,204.78,205.03,0,0.03,3,4
374365,447863283,20.47,21.48,-11.05,-10.69,204.67,203.95,0,0.02,3,4
374454,447964076,20.92,19.23,-11.26,-8.49,204.59,204.8,0,0.03,3,4
374546,448064036,21.47,22.48,-11.4,-10.95,204.53,203.87,0,0.03,3,4
374636,448163996,22.08,20.26,-11.62,-8.76,204.44,204.78,0,0.04,3,4
374728,448263956,22.72,23.96,-11.92,-11.31,204.32,203.76,0,0.03,3,4
374818,448363916,23.28,21.48,-12.19,-9.49,204.2,204.57,0,0.04,3,4
374907,448463876,23.88,25.36,-12.44,-11.53,204.09,203.71,0,0.04,3,4
374998,448563836,24.48,22.59,-12.71,-10.06,203.97,204.4,0,0.05,3,4
375087,448663796,25,26.44,-12.93,-11.58,203.86,203.7,0,0.05,3,4
375177,448763756,25.4,23.4,-13.1,-10.56,203.78,204.17,0,0.05,3,4
375266,448863716,25.6,27.33,-13.17,-11.74,203.74,203.59,0,0.05,3,4
375355,448963676,25.69,23.9,-13.23,-10.88,203.71,203.99,0,0.06,3,4
375446,449063636,25.77,27.56,-13.23,-11.61,203.72,203.62,0,0.06,3,4
375536,449163596,25.86,24.05,-13.22,-11.08,203.72,203.87,0,0.06,3,4
375628,449263556,25.93,27.9,-13.2,-11.24,203.73,203.8,0,0.06,3,4
375718,449363516,25.99,24.61,-13.2,-11.18,203.73,203.85,0,0.06,3,4
375807,449463476,25.99,28.36,-13.18,-11.06,203.74,203.94,0,0.06,3,4
375898,449563436,25.92,24.76,-13.18,-11.2,203.74,203.9,0,0.07,3,4
375987,449663396,25.92,28.27,-13.21,-10.97,203.73,204.06,0,0.06,3,4
376077,449763356,25.99,24.83,-13.22,-11.52,203.72,203.8,0,0.07,3,4
376166,449863316,26.01,28.23,-13.17,-10.54,203.74,204.33,0,0.06,3,4
376255,449963276,26.05,25.09,-13.15,-11.83,203.75,203.7,0,0.07,3,4
376346,450064069,25.99,27.54,-13.06,-10.12,203.8,204.56,0,0.06,3,4
376436,450164029,26.1,24.66,-13.06,-11.9,203.8,203.69,0,0.06,3,4
376528,450263989,26.2,27.89,-13.04,-9.87,203.81,204.73,0,0.05,3,4
376618,450363949,26.18,25.47,-13.01,-12.19,203.83,203.57,0,0.06,3,4
376707,450463909,26.05,27.87,-12.92,-9.86,203.87,204.79,0,0.05,3,4
376798,450563869,25.94,25.37,-12.83,-12.45,203.92,203.47,0,0.05,3,4
376887,450663829,25.88,27.37,-12.68,-9.63,203.99,204.87,0,0.05,3,4
376977,450763789,25.76,25.57,-12.53,-12.29,204.07,203.49,0,0.05,3,4
377066,450863749,25.58,27.11,-12.35,-9.21,204.15,205.02,0,0.04,3,4
377155,450963709,25.39,25.59,-12.19,-11.95,204.23,203.6,0,0.04,3,4
377246,451063669,25.14,26.39,-12.05,-8.68,204.3,205.18,0,0.04,3,4
377336,451163629,24.82,25.42,-11.93,-11.8,204.35,203.61,0,0.04,3,4
377428,451263589,24.47,25.62,-11.72,-8.56,204.45,205.15,0,0.03,3,4
377518,451363549,24.22,25.06,-11.49,-11.52,204.56,203.73,0,0.03,3,4
377607,451463509,24.05,25.02,-11.35,-8.13,204.62,205.36,0,0.02,3,4
377698,451563469,24.03,25.01,-11.35,-11.35,204.62,203.86,0,0.02,3,4
377787,451663429,24.02,24.48,-11.31,-8.22,204.64,205.36,0,0.02,3,4
377877,451763389,24.18,25.28,-11.3,-11.35,204.65,203.9,0,0.02,3,4
377966,451863349,24.23,24.79,-11.32,-8.21,204.64,205.4,0,0.02,3,4
378055,451963309,24.26,25.5,-11.32,-11.25,204.64,203.96,0,0.02,3,4
378146,452063269,24.28,24.44,-11.34,-8.2,204.63,205.4,0,0.02,3,4
378236,452164062,24.26,26.11,-11.3,-11.25,204.65,203.97,0,0.01,3,4
378328,452264022,24.25,24.12,-11.3,-8.23,204.65,205.43,0,0.02,3,4
378419,452363982,24.38,26.33,-11.34,-11.38,204.63,203.94,0,0.02,3,4
378508,452463942,24.43,24.23,-11.38,-8.38,204.61,205.39,0,0.02,3,4
378599,452563902,24.48,26.63,-11.42,-11.26,204.59,204,0,0.02,3,4
378688,452663862,24.56,24.1,-11.49,-8.53,204.56,205.31,0,0.03,3,4
378777,452763822,24.62,26.88,-11.54,-11.06,204.54,204.07,0,0.03,3,4
378867,452863782,24.58,24.02,-11.56,-8.7,204.53,205.19,0,0.04,3,4
378956,452963742,24.6,27.06,-11.55,-11.02,204.53,204.06,0,0.03,3,4
379047,453063702,24.64,23.9,-11.59,-8.83,204.51,205.1,0,0.04,3,4
379138,453163662,24.7,27.3,-11.64,-10.74,204.49,204.17,0,0.04,3,4
379229,453263622,24.68,24,-11.74,-9.11,204.44,204.97,0,0.05,3,4
379320,453363582,24.67,27.23,-11.79,-10.81,204.42,204.15,0,0.05,3,4
379409,453463542,24.71,23.73,-11.77,-9.62,204.43,204.72,0,0.05,3,4
379500,453563502,24.74,27.34,-11.72,-10.48,204.45,204.3,0,0.05,3,4
379589,453663462,24.67,23.7,-11.72,-9.54,204.45,204.76,0,0.06,3,4
379678,453763422,24.55,27.13,-11.69,-10.32,204.46,204.38,0,0.06,3,4
379768,453863382,24.57,23.53,-11.73,-9.91,204.45,204.57,0,0.06,3,4
379857,453963342,24.63,27.27,-11.75,-10.28,204.44,204.39,0,0.06,3,4
379948,454063302,24.61,23.71,-11.74,-10.14,204.44,204.46,0,0.07,3,4
380038,454163262,24.57,26.99,-11.71,-9.84,204.46,204.61,0,0.06,3,4
380129,454264055,24.55,23.56,-11.72,-10.48,204.45,204.34,0,0.07,3,4
380220,454364015,24.63,27.25,-11.67,-9.52,204.47,204.81,0,0.06,3,4
380309,454463975,24.63,23.91,-11.71,-10.55,204.46,204.32,0,0.07,3,4
380400,454563935,24.62,27.28,-11.77,-9.39,204.43,204.9,0,0.06,3,4
380489,454663895,24.55,24.11,-11.85,-11.15,204.39,204.06,0,0.07,3,4
380578,454763855,24.61,27.19,-11.83,-9.36,204.4,204.95,0,0.06,3,4
380668,454863815,24.63,24.06,-11.85,-11.19,204.39,204.06,0,0.06,3,4
380757,454963775,24.63,27.03,-11.84,-9.22,204.39,205.02,0,0.06,3,4
380848,455063735,24.66,24.12,-11.9,-11.32,204.37,203.98,0,0.06,3,4
380938,455163695,24.72,26.7,-11.88,-8.9,204.37,205.12,0,0.06,3,4
381029,455263655,24.76,24.44,-11.92,-11.33,204.36,203.92,0,0.06,3,4
381120,455363615,24.8,26.71,-11.96,-8.66,204.34,205.21,0,0.05,3,4
381209,455463575,24.81,24.88,-12.06,-11.58,204.29,203.79,0,0.05,3,4
381300,455563535,24.79,26.72,-12.08,-8.89,204.28,205.14,0,0.05,3,4
381389,455663495,24.72,24.97,-12.04,-11.82,204.3,203.73,0,0.05,3,4
381478,455763455,24.65,26.16,-12,-8.9,204.32,205.15,0,0.04,3,4
381568,455863415,24.63,25.12,-11.96,-12,204.34,203.64,0,0.04,3,4
381657,455963375,24.69,25.96,-11.9,-8.85,204.37,205.17,0,0.03,3,4
381748,456063335,24.71,25.46,-11.84,-11.89,204.39,203.68,0,0.03,3,4
381838,456163295,24.7,25.64,-11.85,-8.61,204.39,205.26,0,0.03,3,4
381929,456264088,24.7,25.22,-11.88,-11.83,204.38,203.68,0,0.02,3,4
382020,456364048,24.62,25.03,-11.85,-8.42,204.39,205.28,0,0.02,3,4
382109,456464008,24.8,25.45,-11.84,-11.73,204.4,203.73,0,0.02,3,4
382200,456563968,24.87,25.11,-11.85,-8.48,204.39,205.31,0,0.02,3,4
382289,456663928,24.9,26.1,-11.88,-11.9,204.38,203.68,0,0.02,3,4
382378,456763888,24.87,24.93,-11.87,-8.52,204.38,205.32,0,0.02,3,4
382468,456863848,24.99,26.55,-11.92,-11.86,204.36,203.69,0,0.01,3,4
382557,456963808,24.97,24.9,-11.95,-8.68,204.34,205.24,0,0.02,3,4
382648,457063768,24.96,26.88,-11.97,-11.73,204.33,203.73,0,0.02,3,4
382738,457163728,24.92,24.75,-12,-8.63,204.32,205.25,0,0.02,3,4
382829,457263688,24.93,27.13,-12.09,-11.7,204.27,203.73,0,0.02,3,4
382920,457363648,24.88,24.56,-12.14,-8.93,204.25,205.09,0,0.03,3,4
383009,457463608,24.89,27.07,-12.17,-11.76,204.24,203.7,0,0.03,3,4
383100,457563568,24.88,24.16,-12.12,-9.21,204.26,204.92,0,0.03,3,4
383189,457663528,24.88,27.18,-12.1,-11.53,204.27,203.78,0,0.03,3,4
383278,457763488,24.9,24.06,-12.07,-9.39,204.29,204.81,0,0.04,3,4
383368,457863448,24.86,27.46,-12.02,-11.28,204.31,203.89,0,0.04,3,4
383457,457963408,24.8,24.05,-12.01,-9.45,204.31,204.8,0,0.05,3,4
383548,458063368,24.84,27.44,-12.03,-11.11,204.31,204.01,0,0.05,3,4
383638,458163328,24.86,24.03,-12.05,-9.74,204.29,204.71,0,0.05,3,4
383728,458263288,24.85,27.64,-12.05,-10.87,204.3,204.19,0,0.05,3,4
383817,458364081,24.78,24.12,-12.02,-9.71,204.31,204.79,0,0.06,3,4
383906,458464041,24.64,27.55,-11.96,-10.55,204.34,204.42,0,0.06,3,4
383997,458564001,24.58,23.89,-12.02,-10.05,204.31,204.7,0,0.06,3,4
384086,458663961,24.53,27.36,-11.99,-10.41,204.32,204.54,0,0.06,3,4
384175,458763921,24.56,23.68,-11.99,-10.32,204.32,204.6,0,0.06,3,4
384263,458863881,24.62,27.23,-11.95,-10.15,204.34,204.66,0,0.06,3,4
384350,458963841,24.75,23.72,-11.99,-10.67,204.32,204.39,0,0.06,3,4
384441,459063801,24.74,27.31,-11.93,-9.77,204.35,204.78,0,0.06,3,4
384531,459163761,24.74,23.98,-11.93,-10.65,204.35,204.31,0,0.06,3,4
384622,459263721,24.7,27.44,-11.94,-9.54,204.35,204.82,0,0.06,3,4
384713,459363681,24.64,23.88,-12.02,-10.95,204.31,204.08,0,0.06,3,4
384802,459463641,24.71,27.04,-12.04,-9.23,204.3,204.87,0,0.06,3,4
384893,459563601,24.79,24.2,-12.08,-11.15,204.28,203.9,0,0.06,3,4
384982,459663561,24.79,27.17,-12.07,-9.29,204.28,204.8,0,0.06,3,4
385071,459763521,24.77,24.19,-12.09,-11.38,204.28,203.75,0,0.06,3,4
385161,459863481,24.78,26.83,-12.06,-9.05,204.29,204.86,0,0.06,3,4
385250,459963441,24.72,24.42,-12.03,-11.48,204.31,203.68,0,0.06,3,4
385341,460063401,24.66,26.55,-12.01,-8.93,204.32,204.92,0,0.05,3,4
385431,460163361,24.7,24.79,-12.03,-11.77,204.3,203.59,0,0.05,3,4
385522,460263321,24.7,26.63,-12.01,-8.92,204.31,205.06,0,0.05,3,4
385612,460363281,24.67,24.94,-12.04,-11.81,204.3,203.71,0,0.05,3,4
385702,460464074,24.63,26.29,-12.02,-8.96,204.31,205.16,0,0.04,3,4
385793,460564034,24.67,24.87,-12,-11.89,204.32,203.78,0,0.04,3,4
385882,460663994,24.71,26.11,-11.99,-8.94,204.32,205.23,0,0.04,3,4
385971,460763954,24.75,25.08,-11.98,-12.05,204.33,203.72,0,0.04,3,4
386061,460863914,24.74,26.05,-11.97,-8.8,204.33,205.3,0,0.03,3,4
386150,460963874,24.73,25.51,-12.02,-11.97,204.31,203.74,0,0.03,3,4
386241,461063834,24.72,25.51,-12.06,-8.65,204.29,205.31,0,0.02,3,4
386331,461163794,24.75,25.72,-12.12,-12.07,204.26,203.61,0,0.02,3,4
386422,461263754,24.71,25.42,-12.08,-8.77,204.28,205.19,0,0.02,3,4
386512,461363714,24.69,25.97,-12.05,-12.09,204.3,203.56,0,0.02,3,4
386602,461463674,24.58,24.87,-12.01,-8.61,204.32,205.21,0,0.02,3,4
386693,461563634,24.6,26.2,-11.99,-11.87,204.32,203.61,0,0.01,3,4
386782,461663594,24.62,24.79,-12.03,-8.7,204.3,205.12,0,0.02,3,4
386871,461763554,24.66,26.58,-12.07,-11.96,204.28,203.53,0,0.01,3,4
386960,461863514,24.66,24.51,-12.06,-8.89,204.29,205.01,0,0.02,3,4
387050,461963474,24.68,26.9,-12,-11.83,204.32,203.59,0,0.02,3,4
387141,462063434,24.51,24.35,-11.92,-8.86,204.35,205.07,0,0.03,3,4
387231,462163394,24.5,26.75,-11.92,-11.67,204.36,203.73,0,0.03,3,4
387322,462263354,24.53,24.11,-11.93,-8.97,204.35,205.07,0,0.03,3,4
387414,462363314,24.57,27.14,-11.98,-11.5,204.33,203.9,0,0.03,3,4
387505,462463274,24.53,24.03,-12,-9.27,204.32,205.02,0,0.04,3,4
387596,462564067,24.47,26.58,-12,-11.14,204.32,204.1,0,0.04,3,4
387685,462664027,24.57,23.69,-12.08,-9.19,204.28,205,0,0.04,3,4
387774,462763987,24.72,27.15,-12.13,-11.2,204.26,204.01,0,0.04,3,4
387863,462863947,24.72,23.96,-12.15,-9.71,204.25,204.72,0,0.05,3,4
387953,462963907,24.68,27.48,-12.12,-11.05,204.26,204.06,0,0.05,3,4
388044,463063867,24.61,23.75,-12.17,-9.81,204.24,204.64,0,0.05,3,4
388134,463163827,24.65,27.36,-12.18,-10.98,204.23,204.05,0,0.05,3,4
388225,463263787,24.58,23.79,-12.13,-10.13,204.26,204.44,0,0.06,3,4
388315,463363747,24.55,27.28,-12.05,-10.56,204.3,204.22,0,0.06,3,4
388406,463463707,24.54,23.5,-12.06,-10.3,204.29,204.33,0,0.06,3,4
388497,463563667,24.59,27.34,-12.03,-10.25,204.3,204.35,0,0.06,3,4
388586,463663627,24.55,23.88,-12.02,-10.56,204.31,204.21,0,0.06,3,4
388675,463763587,24.5,27.39,-12.01,-10.02,204.32,204.48,0,0.06,3,4
388764,463863547,24.47,23.74,-12.05,-10.81,204.3,204.12,0,0.06,3,4
388854,463963507,24.48,27.17,-12.04,-9.79,204.3,204.64,0,0.06,3,4
388945,464063467,24.46,23.73,-12.05,-11.16,204.3,204,0,0.06,3,4
389035,464163427,24.44,26.85,-11.95,-9.69,204.34,204.72,0,0.06,3,4
389126,464263387,24.54,23.97,-11.92,-11.32,204.35,203.95,0,0.06,3,4
389215,464363347,24.59,27.02,-11.93,-9.32,204.35,204.94,0,0.06,3,4
389306,464463307,24.58,23.98,-12,-11.41,204.32,203.93,0,0.06,3,4
389397,464563267,24.62,26.55,-12.05,-9.26,204.3,204.94,0,0.06,3,4
389486,464664060,24.57,24.04,-12.03,-11.32,204.31,203.97,0,0.06,3,4
389575,464764020,24.48,26.69,-11.99,-9.16,204.32,205.01,0,0.05,3,4
389664,464863980,24.18,23.96,-11.91,-11.41,204.36,203.92,0,0.06,3,4
389754,464963940,23.7,25.84,-11.69,-9.03,204.46,205.04,0,0.05,3,4
389845,465063900,23.14,23.06,-11.39,-11.35,204.59,203.96,0,0.05,3,4
389935,465163860,22.67,24.33,-11.06,-8.32,204.74,205.3,0,0.05,3,4
390026,465263820,22.19,22.36,-10.76,-10.94,204.86,204.15,0,0.05,3,4
390115,465363780,21.58,22.98,-10.4,-7.82,205.01,205.48,0,0.04,3,4
390206,465463740,20.99,21.21,-10,-10.63,205.16,204.34,0,0.04,3,4
390297,465563700,20.39,21.62,-9.57,-7.15,205.33,205.74,0,0.03,3,4
390386,465663660,19.7,20.29,-9.11,-9.85,205.5,204.72,0,0.03,3,4
390475,465763620,18.94,19.8,-8.67,-6.34,205.66,206.02,0,0.03,3,4
390564,465863580,18.21,18.94,-8.22,-9.29,205.81,204.98,0,0.02,3,4
390654,465963540,17.41,17.98,-7.7,-5.59,205.98,206.22,0,0.02,3,4
390745,466063500,16.59,17.63,-7.21,-8.23,206.13,205.37,0,0.01,3,4
390835,466163460,15.68,16.1,-6.74,-4.59,206.27,206.46,0,0.01,3,4
390926,466263420,14.75,15.91,-6.17,-7.33,206.42,205.66,0,0.01,3,4
391015,466363380,13.85,13.81,-5.63,-3.77,206.56,206.6,0,0.01,3,4
391106,466463340,12.91,14.14,-5.09,-6.35,206.69,205.94,0,0.01,3,4
391197,466563300,11.9,11.66,-4.45,-2.78,206.83,206.75,0,0.01,3,4
391286,466663260,10.81,12.2,-3.81,-4.97,206.96,206.29,0,0.01,3,4
391375,466764053,9.57,9.23,-3.17,-1.24,207.08,206.97,0,0.01,3,4
391464,466864013,8.4,9.62,-2.61,-3.54,207.17,206.57,0,0.01,3,4
391554,466963973,7.2,6.71,-2.04,-0.46,207.24,206.98,0,0.01,3,4
391645,467063933,5.93,7.44,-1.34,-2.39,207.32,206.74,0,0.02,3,4
391735,467163893,4.6,3.79,-0.64,0.67,207.39,207.02,0,0.02,3,4
391826,467263853,3.44,4.75,-0.03,-1.04,207.43,206.9,0,0.02,3,4
391915,467363813,2.42,1.39,0.48,1.6,207.46,207.03,0,0.02,3,4
392006,467463773,1.53,2.91,0.95,0.03,207.47,206.97,0,0.02,3,4
392097,467563733,0.68,-0.62,1.31,2.2,207.48,207.01,0,0.03,3,4
392186,467663693,-0.13,1.29,1.72,0.74,207.48,207,0,0.03,3,4
392275,467763653,-0.94,-2.3,2.14,2.44,207.48,206.97,0,0.03,3,4
392364,467863613,-1.78,-0.1,2.6,1.54,207.47,206.99,0,0.03,3,4
392454,467963573,-2.65,-3.98,2.99,3.1,207.45,206.92,0,0.04,3,4
392545,468063533,-3.48,-1.71,3.42,2.31,207.43,206.95,0,0.04,3,4
392635,468163493,-4.3,-5.62,3.82,3.55,207.4,206.86,0,0.04,3,4
392726,468263453,-5.07,-3.12,4.2,3.42,207.37,206.87,0,0.04,3,4
392815,468363413,-5.85,-7.28,4.5,3.9,207.34,206.81,0,0.05,3,4
392907,468463373,-6.58,-4.8,4.89,4.13,207.3,206.81,0,0.05,3,4
392998,468563333,-7.26,-8.81,5.2,4.42,207.26,206.8,0,0.05,3,4
393087,468663293,-7.94,-6.11,5.51,5.04,207.22,206.74,0,0.05,3,4
393176,468764086,-8.47,-10.2,5.66,4.73,207.2,206.8,0,0.05,3,4
393265,468864046,-8.7,-6.86,5.79,5.1,207.18,206.72,0,0.05,3,4
393355,468964006,-8.78,-10.37,5.77,4.95,207.18,206.74,0,0.06,3,4
393446,469063966,-8.72,-6.8,5.63,5.12,207.2,206.7,0,0.06,3,4
393536,469163926,-8.67,-10.16,5.52,4.34,207.22,206.81,0,0.06,3,4
393627,469263886,-8.55,-6.83,5.42,5.13,207.24,206.69,0,0.06,3,4
393716,469363846,-8.42,-9.87,5.26,4.03,207.26,206.86,0,0.07,3,4
393807,469463806,-8.23,-6.71,5.07,5.33,207.29,206.67,0,0.06,3,4
393898,469563766,-7.94,-9.41,4.82,3.54,207.32,206.94,0,0.07,3,4
393987,469663726,-7.63,-6.22,4.59,4.83,207.36,206.78,0,0.06,3,4
394076,469763686,-7.34,-8.74,4.36,2.86,207.39,207.05,0,0.07,3,4
394165,469863646,-6.96,-5.68,4.15,4.57,207.41,206.84,0,0.06,3,4
394255,469963606,-6.51,-7.76,3.9,2.17,207.44,207.13,0,0.07,3,4
394346,470063566,-6.05,-4.96,3.63,4.26,207.47,206.9,0,0.06,3,4
394436,470163526,-5.61,-6.47,3.37,1.53,207.5,207.19,0,0.06,3,4
394527,470263486,-5.2,-3.97,3.08,3.92,207.53,206.97,0,0.05,3,4
394616,470363446,-4.74,-5.46,2.74,0.95,207.56,207.22,0,0.06,3,4
394707,470463406,-4.22,-3.3,2.45,3.53,207.58,207.03,0,0.05,3,4
394798,470563366,-3.64,-4.22,2.11,0.37,207.6,207.24,0,0.05,3,4
394887,470663326,-3.08,-2.45,1.75,3.14,207.62,207.06,0,0.04,3,4
394976,470763286,-2.49,-2.91,1.39,-0.34,207.64,207.22,0,0.05,3,4
395065,470864079,-1.85,-1.3,1.06,2.58,207.65,207.1,0,0.04,3,4
395155,470964039,-1.22,-1.59,0.64,-1.1,207.66,207.19,0,0.04,3,4
395246,471063999,-0.67,-0.33,0.31,1.91,207.67,207.14,0,0.03,3,4
395336,471163959,-0.11,-0.44,-0.02,-1.85,207.67,207.16,0,0.03,3,4
395427,471263919,0.35,0.37,-0.28,1.2,207.67,207.16,0,0.03,3,4
395516,471363879,0.62,0.58,-0.45,-2.28,207.67,207.12,0,0.03,3,4
395607,471463839,0.74,0.71,-0.51,1.03,207.67,207.15,0,0.02,3,4
395698,471563799,0.79,0.91,-0.56,-2.39,207.67,207.09,0,0.02,3,4
395787,471663759,0.82,0.61,-0.58,1.05,207.67,207.12,0,0.02,3,4
395876,471763719,0.81,1.27,-0.6,-2.21,207.67,207.07,0,0.02,3,4
395965,471863679,0.8,0.25,-0.63,0.94,207.67,207.12,0,0.01,3,4
396055,471963639,0.83,1.55,-0.67,-2.25,207.67,207.08,0,0.01,3,4
396144,472063599,0.82,0.19,-0.71,0.82,207.67,207.14,0,0.01,3,4
396232,472163559,0.8,1.57,-0.73,-2.1,207.67,207.1,0,0.01,3,4
396323,472263519,0.81,-0.07,-0.74,0.73,207.67,207.16,0,0.02,3,4
396413,472363479,0.78,1.72,-0.75,-2.02,207.67,207.14,0,0.01,3,4
396502,472463439,0.78,-0.48,-0.75,0.5,207.67,207.19,0,0.02,3,4
396591,472563399,0.8,1.84,-0.74,-1.72,207.67,207.18,0,0.02,3,4
396680,472663359,0.77,-0.4,-0.77,0.51,207.67,207.23,0,0.02,3,4
396769,472763319,0.67,1.94,-0.83,-1.69,207.66,207.21,0,0.02,3,4
396858,472863279,0.6,-0.82,-0.87,0.21,207.66,207.24,0,0.03,3,4
396947,472964072,0.61,1.83,-0.87,-1.59,207.66,207.23,0,0.03,3,4
397039,473064032,0.65,-0.89,-0.87,0.27,207.66,207.24,0,0.03,3,4
397129,473163992,0.62,2,-0.87,-1.44,207.66,207.22,0,0.03,3,4
397220,473263952,0.54,-0.94,-0.87,0.01,207.66,207.22,0,0.04,3,4
397309,473363912,0.48,2.02,-0.81,-1.4,207.66,207.19,0,0.04,3,4
397399,473463872,0.39,-1.25,-0.78,-0.02,207.66,207.18,0,0.04,3,4
397492,473563832,0.34,1.89,-0.77,-1.01,207.66,207.16,0,0.04,3,4
397581,473663792,0.25,-1.45,-0.76,-0.28,207.67,207.15,0,0.05,3,4
397670,473763752,0.24,1.84,-0.73,-0.89,207.67,207.16,0,0.05,3,4
397759,473863712,0.19,-1.45,-0.71,-0.45,207.67,207.17,0,0.05,3,4
397848,473963672,0.15,1.79,-0.63,-0.67,207.67,207.18,0,0.05,3,4
397940,474063632,0.11,-1.61,-0.58,-0.56,207.67,207.19,0,0.06,3,4
398030,474163592,0.06,1.76,-0.48,-0.33,207.67,207.2,0,0.06,3,4
398121,474263552,0,-1.68,-0.38,-0.61,207.67,207.21,0,0.06,3,4
398210,474363512,0.02,1.7,-0.33,0.1,207.67,207.21,0,0.06,3,4
398300,474463472,-0.01,-1.54,-0.33,-0.68,207.67,207.2,0,0.06,3,4
398392,474563432,-0.04,1.66,-0.26,0.2,207.67,207.2,0,0.06,3,4
398481,474663392,-0.05,-1.61,-0.24,-0.72,207.67,207.19,0,0.06,3,4
398570,474763352,-0.08,1.47,-0.2,0.55,207.67,207.18,0,0.06,3,4
398659,474863312,-0.11,-1.47,-0.22,-1.02,207.67,207.18,0,0.06,3,4
398748,474963272,-0.1,1.24,-0.17,0.78,207.67,207.18,0,0.06,3,4
398840,475064065,-0.1,-1.32,-0.19,-0.69,207.67,207.19,0,0.06,3,4
398930,475164025,-0.11,1.36,-0.32,1.13,207.67,207.19,0,0.06,3,4
399021,475263985,-0.15,-1.23,-0.41,-1.43,207.67,207.19,0,0.06,3,4
399110,475363945,-0.16,0.95,-0.32,0.9,207.67,207.17,0,0.06,3,4
399200,475463905,-0.16,-1.2,-0.28,-1.52,207.67,207.18,0,0.06,3,4
399292,475563865,-0.14,0.84,-0.22,1.14,207.67,207.18,0,0.05,3,4
399381,475663825,-0.12,-1.04,-0.21,-1.62,207.67,207.19,0,0.05,3,4
399470,475763785,-0.14,0.77,-0.16,1.16,207.67,207.19,0,0.05,3,4
399559,475863745,-0.14,-0.81,-0.14,-1.73,207.67,207.19,0,0.05,3,4
399648,475963705,-0.15,0.54,-0.12,1.45,207.67,207.19,0,0.04,3,4
399740,476063665,-0.12,-0.72,-0.17,-1.7,207.67,207.2,0,0.04,3,4
399830,476163625,-0.04,0.26,-0.14,1.39,207.67,207.18,0,0.04,3,4
399922,476263585,-0.09,-0.54,-0.04,-1.75,207.67,207.19,0,0.04,3,4
400011,476363545,-0.13,0.06,0.05,1.55,207.66,207.19,0,0.03,3,4
400101,476463505,-0.11,-0.46,0.04,-1.57,207.67,207.23,0,0.03,3,4
400193,476563465,-0.03,-0.23,0.05,1.44,207.67,207.25,0,0.02,3,4
400282,476663425,0.05,-0.02,0.01,-1.62,207.67,207.3,0,0.02,3,4
400371,476763385,0.09,0,0.01,1.33,207.67,207.35,0,0.02,3,4
400460,476863345,0.1,0.49,-0.01,-1.49,207.66,207.38,0,0.02,3,4
400549,476963305,0.12,-0.05,-0.04,1.28,207.66,207.42,0,0.02,3,4
400641,477063265,0.13,0.55,-0.07,-1.55,207.66,207.43,0,0.01,3,4
400731,477164058,0.12,0.12,-0.03,0.93,207.66,207.43,0,0.01,3,4
400822,477264018,0.08,0.69,0.04,-1.6,207.67,207.4,0,0.01,3,4
400911,477363978,0.06,-0.26,0.04,1.15,207.67,207.38,0,0.01,3,4
401001,477463938,0.09,0.63,0.02,-1.22,207.67,207.34,0,0.01,3,4
401093,477563898,0.16,-0.32,-0.01,1.25,207.66,207.32,0,0.01,3,4
401182,477663858,0.22,0.95,-0.01,-1.2,207.66,207.28,0,0.01,3,4
401271,477763818,0.22,-0.57,-0.04,1.21,207.66,207.26,0,0.01,3,4
401360,477863778,0.21,0.95,-0.09,-1.27,207.66,207.21,0,0.01,3,4
401449,477963738,0.24,-0.7,-0.1,1.02,207.66,207.18,0,0.01,3,4
401541,478063698,0.27,1.14,-0.12,-1.22,207.66,207.13,0,0.01,3,4
401631,478163658,0.3,-0.64,-0.16,1.03,207.66,207.12,0,0.02,3,4
401722,478263618,0.27,1.48,-0.19,-1.23,207.66,207.08,0,0.01,3,4
401811,478363578,0.18,-0.99,-0.23,0.8,207.66,207.08,0,0.02,3,4
401901,478463538,0.2,1.5,-0.26,-1.16,207.66,207.07,0,0.02,3,4
401993,478563498,0.26,-0.88,-0.28,0.58,207.66,207.09,0,0.03,3,4
402083,478663458,0.26,1.73,-0.23,-1.17,207.66,207.1,0,0.03,3,4
