LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH,labels
55997,93463433,0,2.0,-20.22,320.5,2.108022,-1.46517,0.08045019,0.0892805,38.92097,-22.78233,-20.17214,0.05,0.06,0.01,20.36,0
301787,367263869,0,-0.31,-0.15,323.99,-0.01844272,-0.05725363,0.00147492,-0.0321256,155.0723,239.8804,2.071874,0.2,0.23,0.3,20.36,3
362568,434763525,0,2.13,-6.66,201.3,-0.6291331,-0.2521584,0.02765628,0.03176888,12.084,202.1327,-19.81767,0.15,0.16,0.17,20.36,0
36436,71763783,0,1.06,-1.23,3.25,-0.01756961,0.00193097,-0.00923997,-0.00442208,-0.2755661,-0.1715622,-20.28147,0.03,0.03,-0.02,20.36,0
74651,114163483,0,0.35,-9.17,322.98,3.20772,-2.415501,-0.00632778,-0.00452408,79.16718,-49.00045,-20.26065,0.06,0.08,0.06,20.36,1
270525,332463628,0,-0.64,-7.71,156.12,-3.264831,1.56641,0.00913762,0.02126301,189.1272,217.2343,-18.88776,0.22,0.26,0.25,20.36,0
190382,243363449,0,26.5,-10.53,82.1,4.416243,0.63446,0.6890728,-0.6530823,256.7817,33.27649,-28.65018,0.18,0.13,0.13,20.36,2
415501,493563329,0,0.26,-1.62,207.79,-0.03124213,-0.01459975,0.4723502,0.4944711,0.01054951,0.02294474,-5.552785,0.09,0.11,0.11,20.36,4
295524,360263337,0,-0.39,-0.05,327.88,-0.00019534,-0.1312065,0.1997257,0.2086098,155.1713,239.9076,2.21067,0.23,0.23,0.3,20.36,3
130889,177264066,0,-2.39,-28.32,146.54,-8.214476,5.50708,0.02358837,-0.00624831,471.5467,-236.6134,-21.64803,0.08,0.16,0.11,20.36,0
369773,442763657,0,1.0,-1.28,206.75,-0.06417453,-0.01911633,-0.01195089,0.00297038,2.603096,197.3641,-19.94942,0.14,0.15,0.16,20.36,0
244412,303463566,0,10.3,9.91,200.58,-4.488265,-0.1795197,-0.6195606,-1.253492,236.8858,186.1129,-17.16611,0.26,0.0,-0.3,20.36,0
235328,293363441,0,-28.3,11.94,87.88,-3.900977,0.8491416,0.02306018,-0.76504,246.3241,187.9913,-16.47335,0.24,0.04,-0.21,20.36,2
348616,419263894,0,1.16,5.01,205.46,-1.103243,-0.5377756,-0.01012253,-0.0037023,40.69967,213.0685,-19.61368,0.16,0.17,0.2,20.36,0
364728,437163398,0,-1.54,3.38,206.22,-2.582919,-1.233998,-0.00359064,0.00805068,6.356983,199.2306,-19.7746,0.15,0.16,0.16,20.36,0
248108,307563592,0,10.56,-2.06,183.2,-2.19539,0.03278539,0.8721485,0.2625761,232.172,189.6236,-20.11044,0.25,0.05,-0.19,20.36,0
263235,324363536,0,1.4,3.4,157.16,-1.423461,0.8884907,-0.03088964,-0.01103821,201.8853,209.2577,-19.27085,0.23,0.29,0.21,20.36,0
284483,347964092,0,-0.34,2.1,147.43,-2.750872,1.846049,-0.00884556,0.0012246,162.5786,234.9906,-18.70363,0.22,0.23,0.31,20.36,0
7644,22763391,0,0.04,0.02,3.19,-0.01111063,0.01142299,-0.00615048,0.00181389,0.0,0.0,-0.01587254,0.0,0.0,-0.57,20.36,0
411898,489563263,0,-1.5,0.7,207.71,-0.03873551,0.00730495,0.4836486,0.5005106,0.0149493,0.01112828,-7.568036,0.09,0.11,0.12,20.36,4
358152,429863819,0,0.04,-8.52,205.88,-0.7395915,-0.3080723,-0.07077035,-0.05471205,21.3339,205.655,-19.77968,0.16,0.17,0.18,20.36,0
405505,482463604,0,0.06,1.27,207.71,-0.03744823,-0.00022504,1.440427,1.482273,0.01355197,0.02703614,-11.80628,0.1,0.12,0.13,20.36,4
365990,438563671,0,-1.63,3.69,206.7,-1.145505,-0.5046118,-0.02201539,-0.01188837,3.707428,197.9806,-19.78249,0.15,0.16,0.16,20.36,0
301424,366864029,0,-0.33,-0.13,324.23,-0.026914,-0.06343444,0.00524352,-0.03302705,155.0642,239.8785,2.08484,0.2,0.23,0.3,20.36,3
163193,213163867,0,-3.63,-16.35,27.71,2.873665,2.278709,0.02109304,0.02962107,243.3545,-12.48384,-21.77464,0.13,0.19,0.13,20.36,0
188406,241163496,0,-29.5,14.53,84.81,-4.757765,5.289652,10.46186,8.429486,249.8319,34.68208,-23.62875,0.18,0.12,0.11,20.36,0
330605,399263564,0,4.67,8.0,191.94,-1.507733,3.306589,-3.147703,-3.149983,152.8907,242.5355,-0.7242368,0.17,0.18,0.23,20.36,0
325649,393763265,0,-0.22,-0.07,296.74,0.0021149,-0.02202757,-0.01219149,0.000738,155.1114,239.9186,1.922453,0.18,0.18,0.26,20.36,3
80076,120263542,0,0.83,3.44,333.17,1.88353,-0.9143271,0.00195892,0.00057174,91.64264,-56.95976,-20.28686,0.07,0.08,0.06,20.36,1
246758,306063359,0,18.85,4.24,193.58,0.9426956,-0.4900718,-0.2985086,-1.078493,235.2572,188.4292,-20.83749,0.25,0.01,-0.27,20.36,0
168868,219463846,0,1.77,-0.5,33.39,0.05393412,-0.03230853,-0.01082122,-0.00657542,250.0923,-8.246714,-21.45543,0.15,0.19,0.14,20.36,0
94491,136463726,0,-1.32,-29.39,329.18,-3.859828,3.676796,0.1110122,-0.1181088,16.96053,-7.784213,-20.94536,0.08,0.0,0.13,20.36,1
65372,103863438,0,-1.35,-20.95,329.72,3.229218,-1.841682,-0.1133298,-0.1220045,58.74969,-36.19145,-20.31913,0.06,0.06,0.04,20.36,0
20222,53763486,0,0.13,1.99,4.62,-0.01241648,0.01452315,-2.055176,-2.113755,0.02194752,-0.03309694,-5.740064,0.02,0.02,-0.06,20.36,0
189932,242863649,0,21.07,-23.93,87.99,2.925669,-0.05503564,-0.1646262,-1.447634,252.5203,34.00503,-28.59849,0.18,0.13,0.13,20.36,2
294095,358663977,0,44.39,32.28,228.3,0.7553146,0.636674,0.9721832,0.868818,155.3227,240.486,2.150904,0.23,0.23,0.3,20.36,3
85862,126763441,0,-0.58,-31.52,329.43,5.748007,-2.976175,0.06147285,-0.03255589,38.7824,-22.64507,-20.70406,0.06,0.05,0.08,20.36,1
311063,377563914,0,-0.2,-0.15,314.94,0.02822477,-0.03262467,-0.01926494,-0.00245338,155.1364,239.9066,1.916339,0.19,0.21,0.29,20.36,3
230031,287463302,0,-13.48,24.03,92.56,-5.437935,5.92423,12.67389,9.672737,255.1157,172.5143,-13.41339,0.23,0.04,-0.19,20.36,2
201617,255863447,0,27.88,4.53,81.09,2.173368,4.308501,1.548872,0.4555111,253.9284,77.60727,-20.17878,0.2,0.13,0.09,20.36,2
142498,190163904,0,1.29,-31.54,141.38,-7.82325,6.154678,0.01743262,-0.00575309,367.7548,-161.1976,-21.6998,0.1,0.17,0.1,20.36,0
213752,269363878,0,-12.95,23.73,92.62,-2.138262,4.56102,1.032861,0.1203875,251.151,121.0527,-17.72742,0.21,0.12,0.05,20.36,2
85506,126363601,0,-1.29,-30.89,329.65,6.108988,-3.210966,0.03989058,-0.04832039,38.01416,-22.27734,-20.68541,0.07,0.06,0.08,20.36,1
11566,27663930,0,0.05,0.03,2.64,-0.01736866,0.01708199,-0.00267699,0.00142603,0.0,0.0,-0.00888452,0.0,0.01,-0.35,20.36,0
177153,228663498,0,-0.04,-11.9,89.29,-0.00517552,4.72207,-0.01575383,-0.0197069,250.1127,9.521031,-21.13901,0.16,0.18,0.16,20.36,0
236409,294563794,0,-28.87,0.87,88.96,0.5297316,-1.327818,-1.029129,-2.298378,247.4964,185.1652,-18.11425,0.24,0.05,-0.19,20.36,2
14304,47163627,0,0.07,0.06,1.46,-0.00554223,0.00510615,-0.00044018,-0.00018502,-0.00931015,0.00873092,-0.00036013,0.01,0.02,-0.08,20.36,0
409287,486663590,0,-1.06,-1.7,207.75,-0.03209737,-0.01139902,0.4963177,0.5052689,0.01975181,0.0153688,-9.031659,0.09,0.11,0.12,20.36,4
166438,216763260,0,-1.63,2.22,34.3,0.3625408,0.2392912,0.1781454,0.1721717,249.8001,-8.362461,-21.74279,0.15,0.19,0.14,20.36,0
75362,114963996,0,1.14,0.9,322.74,2.405153,-1.825316,0.00638469,0.01159397,81.4467,-50.78887,-20.25438,0.07,0.08,0.06,20.36,1
209264,264363379,0,31.55,-1.23,82.47,3.562431,2.773829,15.58512,11.38968,250.2778,103.735,-13.09782,0.19,0.16,0.11,20.36,2
433865,514963932,0,-0.07,-0.16,207.63,-0.02830092,0.00194481,-0.01270609,-0.00158791,-0.00210991,0.01039477,-0.02660411,0.08,0.08,0.1,20.36,4
63479,101763445,0,0.92,4.93,327.31,0.8685261,-0.5293035,-0.00590925,-0.004989,55.85754,-34.54974,-20.0556,0.06,0.07,0.03,20.36,0
96539,138763639,0,1.86,-32.46,329.15,-4.470584,4.25711,0.2418734,-0.05604219,13.56903,-5.851152,-21.15429,0.08,0.03,0.14,20.36,1
286828,350563885,0,75.13,-13.17,77.27,-1.491994,0.4160926,1.57932,1.580875,158.5419,237.7888,-18.48781,0.22,0.24,0.31,20.36,3
198746,252663894,0,1.38,-27.58,79.63,-0.3004166,3.937169,10.90564,7.756752,252.3556,66.45062,-16.60003,0.19,0.14,0.1,20.36,2
390837,466163460,0,15.86,-4.54,207.41,-0.1796354,-9.005808,0.00920334,-0.00711547,0.1795922,18.0532,-19.66058,0.1,0.14,0.15,20.36,4
198658,252563934,0,11.09,-23.26,79.08,-0.06005281,3.909803,9.903378,7.372149,252.6365,66.08089,-17.35143,0.19,0.14,0.1,20.36,2
67175,105863471,0,-1.57,2.93,329.41,1.76855,-1.03624,-0.00161372,-0.00049453,64.46398,-39.58016,-20.37417,0.06,0.07,0.04,20.36,0
120379,165563748,0,3.86,-30.14,334.63,1.134045,-0.6691157,-0.00087612,-0.02001888,25.10544,-16.10857,-21.5009,0.09,0.19,0.1,20.36,1
107923,151563517,0,3.18,-30.09,331.22,-0.495042,0.5821785,-0.01002826,-0.02613285,17.71624,-10.76469,-21.24133,0.08,0.24,0.14,20.36,1
297928,362963923,0,-0.52,0.05,326.23,-0.09915215,-0.08690441,0.06567411,-0.02434908,155.0545,239.8655,2.210557,0.22,0.23,0.3,20.36,3
36258,71563863,0,1.07,-1.27,3.23,-0.01699681,0.0064484,-0.01143636,-0.00497615,-0.2753826,-0.1700416,-20.28036,0.03,0.03,-0.03,20.36,0
100631,143363465,0,2.96,-30.57,329.12,-4.061658,3.479626,0.1647602,0.00825521,11.19604,-4.931549,-21.16487,0.08,0.13,0.16,20.36,1
171210,222063639,0,14.77,-11.06,32.82,-0.00424403,0.9194387,0.2408358,0.2257459,250.1329,-8.1107,-21.37072,0.15,0.18,0.15,20.36,0
115396,159963489,0,3.68,-30.21,334.38,1.341159,-0.7034591,0.03917767,0.0052937,24.18375,-15.48667,-21.41221,0.08,0.22,0.11,20.36,1
37517,72963303,0,-8.05,-14.1,4.37,0.5158222,-0.270331,0.1323485,0.1256371,-0.1854881,-0.2208451,-20.24651,0.03,0.04,-0.02,20.36,0
159691,209263761,0,-1.19,-4.29,103.58,-1.537766,6.34516,-0.00913641,-0.02519124,243.3197,-24.30292,-21.79709,0.12,0.2,0.11,20.36,0
291957,356263271,0,25.74,16.08,284.49,0.2789564,0.2097743,-0.2340286,-0.2598357,154.9119,240.7776,2.001566,0.23,0.23,0.3,20.36,3
31935,66763284,0,1.7,-0.23,3.21,-0.03482447,0.02181929,-0.03715273,-0.00969509,-0.2623658,-0.1836964,-20.25351,0.03,0.03,-0.04,20.36,0
208903,263963539,0,16.78,-26.09,86.94,3.407436,2.285313,11.44528,9.337995,248.4675,102.3475,-17.21593,0.19,0.16,0.11,20.36,2
216807,272763351,0,22.15,-1.85,87.27,-0.3908609,4.683023,0.2235276,-0.2389041,253.8148,127.1042,-20.85341,0.21,0.13,0.05,20.36,2
76696,116463396,0,-0.57,3.75,322.58,1.118689,-0.8019499,-0.0081016,-0.00819694,83.91415,-52.74024,-20.25477,0.07,0.08,0.06,20.36,1
235867,293964034,0,-29.82,1.01,90.58,-2.154684,-0.7092122,-0.466204,-1.664778,245.9207,186.5777,-17.10611,0.24,0.04,-0.2,20.36,2
42656,78663522,0,0.93,-18.39,326.57,2.468504,-1.486702,-0.00454853,-0.00915303,10.61864,-6.53855,-20.10542,0.04,0.04,-0.01,20.36,0
262515,323563856,0,1.18,1.39,157.25,-2.295585,1.200441,-0.01773724,0.00715587,203.3608,208.3293,-19.26883,0.23,0.29,0.2,20.36,0
330064,398663804,0,-18.09,14.27,242.11,-2.684664,2.647777,-1.940491,-1.891057,154.1745,240.6618,0.7820309,0.17,0.18,0.24,20.36,0
406134,483163324,0,0.73,-1.67,207.54,-0.0335669,-0.02129558,1.058346,1.110194,0.01115782,0.02865171,-10.85096,0.1,0.12,0.13,20.36,4
176702,228163698,0,0.12,-20.71,89.88,-0.05117171,4.222792,-0.02624037,-0.0263892,250.1129,7.306912,-21.12608,0.16,0.18,0.15,20.36,0
50498,87363374,0,-1.4,2.27,327.42,0.5598614,-0.3417515,-0.00604995,-0.00813843,27.7527,-17.34875,-20.19345,0.04,0.05,0.0,20.36,0
90579,132063820,0,-1.15,-28.5,329.51,-0.4088049,2.086278,-0.2240863,-0.02957031,27.88105,-13.25992,-20.34783,0.06,-0.04,0.1,20.36,1
175622,226963345,0,0.22,-12.08,88.26,-0.04165769,1.2449,-0.03458103,-0.02912294,250.1595,4.173692,-21.09067,0.16,0.19,0.16,20.36,0
28875,63363811,0,1.48,0.65,3.23,-0.06379095,-0.02124059,-0.05687787,-0.0042305,-0.2371417,-0.1099314,-20.22727,0.02,0.02,-0.05,20.36,0
216896,272863311,0,10.4,-1.58,88.53,-0.9178562,4.697404,0.3887487,-0.06938119,253.3721,127.5632,-20.83887,0.21,0.13,0.05,20.36,2
211871,267263885,0,-18.73,-22.15,94.29,0.1222493,0.7830176,2.328891,1.013911,247.5326,112.6411,-21.16187,0.21,0.13,0.06,20.36,2
424953,504063294,0,0.09,1.44,207.88,-0.02706959,0.01256977,0.4743218,0.497694,0.00773804,0.00124737,-0.3015473,0.09,0.09,0.1,20.36,4
342403,412363322,0,1.93,-4.5,196.69,-5.809125,-1.713283,-0.7543594,-0.7549323,58.374,220.093,-18.86745,0.16,0.18,0.2,20.36,0
108904,152663910,0,-1.09,-30.41,333.85,-0.04093197,0.2750752,-0.03496781,-0.05518179,18.90733,-11.65837,-21.28514,0.08,0.25,0.14,20.36,1
415229,493263449,0,-0.13,1.32,207.72,-0.02331881,-0.0087092,0.4751825,0.4982163,0.00992922,0.02419055,-5.701662,0.09,0.11,0.11,20.36,4
199012,252963774,0,-27.88,-13.74,80.22,-0.9639874,4.143174,13.85688,9.544129,251.4888,67.59735,-13.99299,0.19,0.14,0.1,20.36,2
335018,404163270,0,0.56,-27.84,192.01,-8.960108,-1.317367,-1.427466,-1.443896,132.0035,236.7725,-8.731328,0.16,0.16,0.21,20.36,0
318176,385464086,0,-0.22,-0.1,306.56,0.0089811,-0.0301906,-0.01404905,0.00061917,155.1199,239.9124,1.915917,0.18,0.19,0.28,20.36,3
360677,432663532,0,-1.6,3.78,200.24,-2.02792,-0.6981252,0.00930963,0.01794611,14.45268,202.9988,-19.83861,0.16,0.16,0.17,20.36,0
433226,514163419,0,-0.07,-0.16,207.66,-0.02809885,0.00152483,-0.0120132,-0.00146979,-0.00186694,0.0100918,-0.0251966,0.08,0.08,0.1,20.36,4
99919,142563785,0,2.55,-30.83,329.19,-4.265384,3.731395,0.1934686,0.00510188,11.20276,-4.774862,-21.17454,0.08,0.11,0.15,20.36,1
203774,258263320,0,-15.87,-26.84,89.22,0.2698621,2.500656,0.1432333,-0.3485699,247.7734,84.6358,-21.09501,0.2,0.14,0.09,20.36,2
402804,479463971,0,1.3,-0.28,207.77,-0.02075643,0.00985696,1.437658,1.500247,0.01741524,0.00419264,-16.27096,0.1,0.13,0.13,20.36,4
77766,117663749,0,1.81,-11.21,325.07,1.068453,-0.546401,-0.02427212,-0.02540525,84.89429,-53.46876,-20.26769,0.07,0.08,0.06,20.36,1
413066,490863576,0,1.67,0.26,207.75,-0.02975058,-0.0011799,0.493795,0.5097498,0.00283648,0.020241,-6.910715,0.09,0.11,0.12,20.36,4
398123,474263552,0,-1.93,-0.51,207.74,-0.05034522,0.01240388,-0.03169609,-0.03763412,0.08737227,-0.1138419,-19.85498,0.1,0.13,0.14,20.36,4
426937,506264080,0,-0.07,-0.15,207.91,-0.02590076,0.00512334,-0.00104791,0.00940126,0.00232018,0.01154693,-0.07071494,0.09,0.09,0.1,20.36,4
429271,509163753,0,-0.06,-0.16,207.84,-0.02638328,0.00209609,-0.00507758,0.00505774,-7.338e-05,0.01152484,-0.02492788,0.09,0.09,0.1,20.36,4
87375,128463594,0,1.43,-28.51,329.13,3.667538,-1.351613,0.0648951,0.1083704,37.9696,-21.45518,-20.62963,0.06,0.0,0.08,20.36,1
247297,306663952,0,16.93,-11.51,185.44,-0.279061,-0.9060338,0.525661,-0.1918807,234.5663,188.6163,-20.76581,0.25,0.03,-0.25,20.36,0
137553,184663605,0,0.25,-28.32,143.83,-8.051434,5.880019,0.01530571,-0.00424911,411.4441,-194.5154,-21.67346,0.09,0.16,0.1,20.36,0
244143,303163686,0,14.21,8.86,200.0,-4.642173,-0.3381313,0.2868531,-0.3104757,238.054,185.9771,-16.89842,0.26,0.0,-0.3,20.36,0
345375,415663668,0,2.0,-15.0,198.87,-1.151869,-0.4770057,-0.04245367,-0.01163248,49.26419,217.1513,-19.54064,0.16,0.18,0.2,20.36,0
240815,299463500,0,30.96,24.97,227.03,-5.85654,-1.123288,15.95037,10.53935,239.5321,190.4032,-10.67475,0.25,0.05,-0.17,20.36,2
30224,64864044,0,-1.27,-0.07,3.25,-0.02312258,0.00323324,-0.05058164,-0.00830037,-0.2578847,-0.1705189,-20.2381,0.02,0.03,-0.04,20.36,0
364819,437263358,0,0.38,1.04,206.42,-2.462437,-1.172175,-0.00784955,0.00377429,6.100311,199.1066,-19.77416,0.15,0.16,0.16,20.36,0
106678,150164077,0,3.18,-30.16,331.78,-1.100875,1.028303,-0.01441821,-0.03112119,16.16182,-9.595805,-21.20535,0.08,0.23,0.15,20.36,1
371756,444963610,0,4.03,-0.63,206.87,-0.04158919,-0.1742349,-0.00836998,-0.00246804,2.571346,197.3043,-19.94462,0.14,0.15,0.16,20.36,0
213040,268563365,0,28.97,7.69,84.57,2.618174,4.215205,2.558663,1.593095,253.3261,116.9629,-18.38959,0.21,0.13,0.07,20.36,2
51580,88563727,0,-1.61,-19.58,335.92,2.477069,-1.138199,-0.04671454,-0.043437,29.19292,-18.04669,-20.24639,0.05,0.05,0.0,20.36,0
211509,266864045,0,-26.78,-13.24,88.8,-1.571348,1.181931,1.722653,0.2846021,246.392,112.7943,-21.80741,0.21,0.12,0.05,20.36,2
437228,519063958,0,-0.08,-0.16,207.46,-0.02787596,0.0045224,-0.01431517,-0.00129551,-0.00212843,0.01252411,-0.03263266,0.08,0.08,0.1,20.36,4
108278,151963357,0,3.71,-29.98,331.26,-0.3280588,0.458488,-0.01593909,-0.03285487,18.14824,-11.09649,-21.25097,0.08,0.25,0.14,20.36,1
439033,521263911,0,-0.08,-0.15,207.36,-0.02724884,0.00523966,-0.01459692,-0.00091486,-0.00176289,0.01330657,-0.03458557,0.08,0.08,0.1,20.36,4
390477,465763620,0,19.56,-6.3,206.96,-0.1767768,-9.459445,0.00967603,-0.00860122,0.2467912,21.78618,-19.65835,0.11,0.14,0.15,20.36,4
416040,494163922,0,0.72,-1.64,207.77,-0.02718504,-0.00553243,0.4743316,0.4956045,0.00984778,0.02242301,-5.255575,0.09,0.1,0.11,20.36,4
400013,476363545,0,-0.2,1.61,207.67,-0.05297839,0.06916287,0.00845842,0.01178869,0.05025849,-0.07663589,-19.91105,0.1,0.13,0.14,20.36,4
138455,185664038,0,-0.17,-28.3,143.55,-8.051085,5.862094,0.01945207,0.00101465,403.3925,-188.6059,-21.67455,0.09,0.16,0.1,20.36,0
48877,85563261,0,-1.67,2.7,327.38,2.05858,-1.316854,0.00368832,0.00284863,25.40628,-15.84702,-20.18842,0.04,0.05,0.0,20.36,0
256119,316463364,0,0.18,-19.18,157.46,-1.027481,0.8771626,0.08747895,0.08698085,217.4845,201.0958,-19.71092,0.26,0.3,0.15,20.36,0
160769,210463281,0,0.6,6.77,101.67,-0.6486586,3.722211,-0.00355882,-0.02186248,242.0077,-18.13484,-21.82818,0.12,0.2,0.12,20.36,0
109704,153563550,0,3.17,-30.38,333.18,0.2325519,0.04390251,-0.02411935,-0.0487962,19.82582,-12.35305,-21.33191,0.08,0.25,0.14,20.36,1
133319,179963819,0,1.79,-31.14,145.4,-8.192428,5.604427,0.00938613,-0.01022235,449.5564,-221.5464,-21.65686,0.08,0.16,0.11,20.36,0
200449,254563967,0,-12.06,-14.26,83.03,0.5891423,3.828413,1.324275,0.07989056,248.993,73.62341,-21.56658,0.2,0.13,0.09,20.36,2
278270,341063520,0,1.89,-10.81,146.37,-0.6512568,0.4827369,0.03782086,0.04382114,175.4681,226.3758,-18.70091,0.22,0.25,0.29,20.36,0
421712,500463901,0,1.21,-1.04,207.8,-0.02416654,-0.0071668,0.478503,0.5046685,0.00613718,-0.00838003,-2.116482,0.09,0.1,0.1,20.36,4
375089,448663796,0,26.05,-11.71,204.34,-0.08508845,-6.327775,0.00714385,0.02656139,2.461069,187.4237,-19.93645,0.15,0.14,0.16,20.36,4
318625,385963886,0,-0.22,-0.1,305.96,0.00756614,-0.02947197,-0.01388826,0.00112283,155.119,239.9127,1.916422,0.18,0.19,0.28,20.36,3
87020,128063754,0,1.2,-28.27,328.9,4.194952,-1.778086,0.08733555,0.0814226,38.65448,-22.08635,-20.66945,0.06,0.01,0.08,20.36,1
137013,184063845,0,-0.73,-28.37,143.87,-8.057412,5.844174,0.02018246,0.00082989,416.2729,-198.0587,-21.67197,0.09,0.16,0.1,20.36,0
322947,390763632,0,-0.22,-0.08,300.26,-0.00011201,-0.02285154,-0.01259,0.00092362,155.1111,239.9173,1.920421,0.18,0.19,0.27,20.36,3
300351,365663676,0,-0.4,-0.07,324.9,-0.06115995,-0.06981591,0.01933883,-0.03387048,155.0426,239.8741,2.125277,0.21,0.23,0.3,20.36,3
133410,180063779,0,-0.47,-28.22,145.39,-8.193671,5.608069,0.007898,-0.01114913,448.7399,-220.9843,-21.65776,0.08,0.16,0.11,20.36,0
123685,169263934,0,18.75,17.33,22.49,0.57887,-0.5557181,-0.01893676,-0.00380278,519.4507,-268.5267,-21.54975,0.09,0.17,0.1,20.36,0
284934,348463892,0,0.19,1.06,147.17,-2.176753,1.517501,-0.00047858,0.0131561,161.3398,235.8675,-18.69925,0.22,0.23,0.31,20.36,0
131518,177963786,0,1.54,-31.16,145.45,-8.179462,5.577055,0.02409419,-0.00098501,465.8529,-232.7457,-21.64975,0.08,0.16,0.11,20.36,0
46711,83163388,0,-1.33,-19.08,327.36,1.429265,-0.8334628,-0.05719994,-0.05871183,19.08521,-11.87566,-20.14343,0.04,0.05,-0.01,20.36,0
254048,314163451,0,0.36,5.14,155.16,-1.362704,1.513725,0.08755375,0.0774847,219.6521,199.4786,-19.70573,0.31,0.28,0.12,20.36,0
117889,162764035,0,3.61,-29.98,334.88,1.383028,-0.7830081,-0.01097208,-0.04073399,25.03937,-16.02399,-21.42464,0.08,0.2,0.11,20.36,1
119756,164864028,0,-0.22,-29.35,334.72,1.205932,-0.7212422,-0.00066333,-0.02265125,25.15639,-16.12575,-21.48541,0.08,0.19,0.1,20.36,1
5084,19563838,0,0.03,0.01,3.56,-0.0075234,0.00667138,-0.01057021,0.00297037,0.0,0.0,-0.02310418,0.0,0.0,-0.81,20.36,0
248558,308063392,0,12.46,8.31,182.8,-1.880451,1.090379,0.753625,0.1008652,230.5905,191.0906,-19.76871,0.25,0.06,-0.17,20.36,0
80609,120863302,0,0.65,3.16,333.2,1.431848,-0.6368656,-0.00280335,-0.00370126,92.55868,-57.46318,-20.28769,0.07,0.08,0.07,20.36,1
279892,342863633,0,-0.46,1.17,147.83,-2.921186,1.931001,-0.00805464,0.00356667,171.4544,228.9213,-18.6575,0.23,0.24,0.3,20.36,0
414508,492463769,0,0.76,1.12,207.81,-0.02738111,-0.00522694,0.4815726,0.501848,0.00589629,0.02445096,-6.101456,0.09,0.11,0.11,20.36,4
352128,423164000,0,1.48,3.58,193.65,-1.515445,-0.3294789,-0.02628755,-0.01136401,32.04464,210.5974,-19.5443,0.16,0.17,0.19,20.36,0
363379,435663998,0,-0.66,-21.65,208.46,-2.505429,-1.26661,0.01338908,0.02354829,10.8196,201.4895,-19.78675,0.15,0.16,0.17,20.36,0
145831,193864090,0,0.56,-28.0,138.51,-7.487107,6.577981,0.02798644,0.00772108,339.3724,-137.7,-21.69817,0.1,0.18,0.1,20.36,0
35986,71263983,0,-1.25,1.35,3.2,-0.0131794,0.00730456,-0.01096991,-0.00414046,-0.2746614,-0.1691489,-20.27924,0.03,0.03,-0.03,20.36,0
142409,190063944,0,0.26,-27.83,141.44,-7.82303,6.158659,0.01431749,-0.00729464,368.538,-161.8193,-21.69893,0.1,0.17,0.1,20.36,0
274038,336363734,0,-0.03,-16.46,149.48,-1.206393,0.7968437,0.1370523,0.1395235,183.0862,220.7215,-18.81598,0.22,0.26,0.28,20.36,0
423060,501963301,0,-1.72,-0.62,207.89,-0.03069768,0.00566066,0.4752147,0.5017429,0.00733148,-0.01378792,-1.360031,0.09,0.1,0.1,20.36,4
49414,86163854,0,-1.45,3.28,327.38,1.435871,-0.918452,-0.0018109,-0.00454339,26.51801,-16.56326,-20.18888,0.04,0.05,0.0,20.36,0
60143,98064092,0,0.69,-19.66,325.41,1.408898,-0.880823,0.02967509,0.03165499,47.57858,-29.27737,-20.08875,0.05,0.06,0.02,20.36,0
12207,28463610,0,0.05,0.04,2.57,-0.01815818,0.01766794,-0.00224877,0.00137535,0.0,0.0,-0.00774285,0.0,0.01,-0.33,20.36,0
71953,111163850,0,1.89,2.15,327.38,1.291431,-0.8296983,-0.00316731,-0.00023361,74.36736,-45.69341,-20.24678,0.06,0.07,0.05,20.36,1
46440,82863508,0,1.43,-10.65,327.29,0.8108979,-0.4455698,-0.05598173,-0.05804267,18.76145,-11.69126,-20.12552,0.04,0.05,0.0,20.36,0
128997,175164073,0,1.99,-31.31,145.84,-8.110001,5.133995,0.02649547,-0.00807233,488.7907,-247.7742,-21.63287,0.08,0.16,0.11,20.36,0
317366,384563613,0,-0.22,-0.11,307.63,0.01224491,-0.02719385,-0.01428326,0.00147795,155.1219,239.9135,1.915061,0.18,0.2,0.28,20.36,3
111039,155063783,0,-0.23,-29.95,333.47,0.6407303,-0.2430135,-0.0052537,-0.0353152,21.19252,-13.38167,-21.39212,0.08,0.25,0.13,20.36,1
58160,95863306,0,0.92,2.48,321.85,1.72481,-1.306517,-0.0122519,-0.00564228,45.25418,-27.59542,-20.09719,0.05,0.06,0.02,20.36,0
399924,476263585,0,-0.81,-1.68,207.68,-0.05410062,0.05962858,-0.02058363,-0.01781176,0.05194291,-0.07990586,-19.91047,0.1,0.13,0.14,20.36,4
63749,102063325,0,-0.73,1.66,327.31,0.682543,-0.3971887,-0.00554058,-0.00610229,56.10495,-34.69861,-20.05737,0.06,0.07,0.03,20.36,0
320157,387664039,0,-0.22,-0.09,303.93,0.0061381,-0.02414021,-0.01345334,0.00061532,155.1169,239.9153,1.917934,0.18,0.19,0.27,20.36,3
423333,502264014,0,1.23,0.81,207.88,-0.02402994,0.01957434,0.4767798,0.5028723,0.00630978,-0.01263568,-1.209346,0.09,0.1,0.1,20.36,4
245585,304763879,0,18.48,10.74,197.29,-1.979679,0.5221799,-1.571962,-2.306957,234.8494,187.6211,-19.50816,0.25,0.0,-0.29,20.36,0
